date,B1_value,B1_active,B2_value,B2_active,B3_value,B3_active,B4_value,B4_active,B5_value,B5_active,T1_value,T1_active,T2_value,T2_active,T3_value,T3_active,T4_value,T4_active,T5_value,T5_active,bullish_K,bearish_K,bullish_K,bearish_K
2013-09-24,73.71601208459214,False,53.5,False,0.0,False,3.3143093832340185,False,79.0,False,81.11675126903553,False,64,False,0.8284,False,-1.0,True,1.0,False,0,1,0,1
2013-09-25,72.98387096774194,False,49.0,False,1.0,False,-4.631475772444823,False,77.0,False,79.79695431472081,False,52,False,0.9225,False,-1.0,True,1.0,False,0,1,0,1
2013-09-26,73.58870967741935,False,54.0,False,0.0,False,11.198035298312007,False,79.0,False,81.01522842639594,False,101,False,1.0428,True,-1.0,True,1.0,False,0,2,0,2
2013-09-27,71.37096774193549,False,40.9,False,0.0,False,-15.87372291268247,False,73.0,False,79.28934010152284,False,32,False,1.2505,True,-2.0,False,1.0,False,0,1,0,1
2013-09-30,69.88922457200403,False,32.800000000000004,False,-1.0,False,-33.19070756851934,False,71.0,False,77.66497461928934,False,8,False,1.1656,False,-2.0,False,1.0,False,0,0,0,0
2013-10-01,73.31319234642497,False,53.0,False,0.0,False,1.8692240885827331,False,76.0,False,78.98477157360406,False,144,False,0.9701,False,0.0,False,1.0,False,0,0,0,0
2013-10-02,73.41389728096676,False,55.1,False,-1.0,False,-5.163880465037906,False,77.0,False,78.78172588832487,False,101,False,0.9916,False,0.0,False,1.0,False,0,0,0,0
2013-10-03,69.08358509566969,False,38.5,False,-1.0,False,-40.45136545605837,False,71.0,False,77.46192893401015,False,-4,False,1.0242,False,-1.0,False,1.0,False,0,0,0,0
2013-10-04,72.30614300100704,False,54.2,False,-1.0,False,-10.01990829610057,False,76.0,False,78.07106598984772,False,104,False,1.0235,False,0.0,False,1.0,False,0,0,0,0
2013-10-07,68.27794561933534,False,33.6,False,-1.0,False,-44.80091288285615,False,65.0,False,77.05583756345177,False,-37,False,1.2215,False,-1.0,False,1.0,False,0,0,0,0
2013-10-08,61.267605633802816,False,12.9,False,-1.0,False,-80.3646672401179,False,59.0,False,74.31472081218274,False,-82,False,1.0924,False,-2.0,True,1.0,False,0,1,0,1
2013-10-09,61.066398390342044,False,14.2,False,-1.0,False,-74.51985387937609,False,53.0,False,73.90862944162436,False,-36,False,,False,-2.0,True,1.0,False,0,1,0,1
2013-10-10,72.7364185110664,False,64.0,False,0.0,False,-19.599939186544972,False,73.0,False,78.60040567951319,False,72,False,0.8828,False,1.0,False,1.0,False,0,0,0,0
2013-10-11,76.65995975855131,False,79.2,False,0.0,False,11.404587571758363,False,76.0,False,80.12170385395537,False,129,False,0.8973,False,2.0,False,1.0,False,0,0,0,0
2013-10-14,77.48743718592965,False,81.10000000000001,False,0.0,False,26.206435012248924,False,78.0,False,81.15501519756839,False,168,False,0.9058,False,2.0,False,1.0,False,0,0,0,0
2013-10-15,72.83702213279678,False,66.2,False,0.0,False,-11.61901760119289,False,71.0,False,77.58620689655173,False,25,False,0.9524,False,1.0,False,1.0,False,0,0,0,0
2013-10-16,77.76659959758551,False,83.6,False,0.0,False,26.098315502320332,False,81.0,False,81.7629179331307,False,187,True,0.8835,False,2.0,False,1.0,False,0,1,0,1
2013-10-17,83.80281690140845,False,88.4,False,0.0,False,49.96614372831252,False,81.0,False,83.48530901722391,False,262,True,0.912,False,2.0,False,1.0,False,0,1,0,1
2013-10-18,83.80281690140845,False,89.7,False,0.0,False,62.823306142894296,False,83.0,False,84.29584599797366,False,317,True,0.9637,False,2.0,False,1.0,False,0,1,0,1
2013-10-21,83.16532258064517,False,88.6,False,1.0,False,50.852063476647245,False,87.0,False,84.06091370558376,False,192,True,1.0392,False,2.0,False,1.0,False,0,1,0,1
2013-10-22,86.08870967741935,False,88.0,False,1.0,False,63.61239067962279,False,89.0,False,86.29441624365482,False,282,True,0.8775,False,2.0,False,1.0,False,0,1,0,1
2013-10-23,83.87096774193549,False,73.4,False,1.0,False,30.15440848476875,False,83.0,False,84.67005076142132,False,82,False,0.904,False,2.0,False,0.0,False,0,0,0,0
2013-10-24,84.17338709677419,False,73.0,False,1.0,False,37.397061665744715,False,84.0,False,84.38133874239351,False,163,False,0.9131,False,2.0,False,1.0,False,0,0,0,0
2013-10-25,84.77822580645162,False,72.0,False,1.0,False,40.45254482715042,False,80.0,False,85.6997971602434,False,202,True,0.9153,False,2.0,False,1.0,False,0,1,0,1
2013-10-28,85.28225806451613,False,67.7,False,1.0,False,26.06272020601655,False,78.0,False,85.59837728194725,False,122,False,0.8131,False,2.0,False,0.0,False,0,0,0,0
2013-10-29,85.68548387096774,False,70.0,False,1.0,False,36.67910655391701,False,73.0,False,86.30831643002028,False,202,True,0.9628,False,2.0,False,0.0,False,0,1,0,1
2013-10-30,83.56854838709677,False,56.49999999999999,False,1.0,False,3.922721348602323,False,74.0,False,84.98985801217039,False,58,False,0.9645,False,2.0,False,0.0,False,0,0,0,0
2013-10-31,81.75403225806451,False,46.800000000000004,False,1.0,False,-12.70360160868475,False,75.0,False,83.67139959432049,False,57,False,0.9132,False,2.0,False,0.0,False,0,0,0,0
2013-11-01,81.87311178247734,False,48.199999999999996,False,1.0,False,-9.30558972912177,False,71.0,False,82.8774062816616,False,82,False,0.883,False,2.0,False,0.0,False,0,0,0,0
2013-11-04,83.16532258064517,False,58.599999999999994,False,1.0,False,8.296238376550178,False,68.0,False,84.27991886409735,False,150,False,0.6281,False,2.0,False,0.0,False,0,0,0,0
2013-11-05,80.94758064516128,False,48.9,False,1.0,False,-14.29567978498305,False,69.0,False,82.86004056795132,False,73,False,0.7964,False,2.0,False,0.0,False,0,0,0,0
2013-11-06,81.65322580645162,False,54.1,False,1.0,False,-3.740291414169043,False,70.0,False,83.56997971602435,False,117,False,0.7834,False,2.0,False,1.0,False,0,0,0,0
2013-11-07,75.93152064451158,False,26.700000000000003,False,1.0,False,-48.34673290005223,False,61.0,False,81.64300202839758,False,-20,False,0.8495,False,0.0,True,0.0,False,0,1,0,1
2013-11-08,78.3484390735146,False,49.2,False,1.0,False,-15.493506705982085,False,66.0,False,81.94726166328601,False,105,False,0.7766,False,2.0,False,1.0,False,0,0,0,0
2013-11-11,77.94561933534743,False,52.900000000000006,False,1.0,False,-12.2765307765222,False,63.0,False,82.35294117647058,False,96,False,0.8321,True,2.0,False,1.0,False,0,1,0,1
2013-11-12,76.33434038267876,False,50.7,False,1.0,False,-22.16463370295139,False,63.0,False,80.8316430020284,False,82,False,0.6947,False,2.0,False,0.0,False,0,0,0,0
2013-11-13,79.03225806451613,False,65.7,False,1.0,False,9.991861463466407,False,69.0,False,82.43654822335026,False,197,True,,False,2.0,False,0.0,False,0,1,0,1
2013-11-14,81.63471241170535,False,73.3,False,1.0,False,28.735705523436295,False,70.0,False,83.3502538071066,False,231,True,0.8345,False,2.0,False,0.0,False,0,1,0,1
2013-11-15,82.84561049445006,False,82.19999999999999,False,1.0,False,39.118013667093365,False,68.0,False,84.16243654822335,False,228,True,1.2017,True,2.0,False,0.0,False,0,2,0,2
2013-11-18,80.92835519677094,False,73.9,False,0.0,False,10.149297061584704,False,63.0,False,83.75634517766497,False,87,False,1.0207,True,2.0,False,0.0,False,0,1,0,1
2013-11-19,78.6074672048436,False,58.199999999999996,False,1.0,False,-17.319702121433124,False,56.99999999999999,False,82.33502538071066,False,37,False,1.1840000000000002,True,2.0,False,0.0,False,0,1,0,1
2013-11-20,76.18567103935419,False,49.3,False,1.0,False,-34.3690979123062,False,56.00000000000001,False,81.11675126903553,False,18,False,0.9883,False,0.0,True,0.0,False,0,1,0,1
2013-11-21,78.70837537840565,False,62.9,False,1.0,False,-1.5244858239411627,False,65.0,False,82.33502538071066,False,156,False,0.9637,False,2.0,False,0.0,False,0,0,0,0
2013-11-22,79.71745711402623,False,67.0,False,1.0,False,11.965279940730653,False,66.0,False,82.94416243654823,False,201,True,0.855,False,2.0,False,0.0,False,0,1,0,1
2013-11-25,78.91019172552977,False,60.099999999999994,False,1.0,False,-4.060796730178595,False,65.0,False,82.63959390862944,False,107,False,0.9784,False,2.0,False,0.0,False,0,0,0,0
2013-11-26,78.50655903128153,False,58.699999999999996,False,1.0,False,-7.342788300155107,False,67.67676767676768,False,81.8274111675127,False,98,False,1.0972,False,2.0,False,1.0,False,0,0,0,0
2013-11-27,78.88888888888889,False,60.9,False,1.0,False,1.1878228490157596,False,69.6969696969697,False,81.70731707317073,False,147,False,1.0539,False,2.0,False,1.0,False,0,0,0,0
2013-11-29,79.39393939393939,False,59.699999999999996,False,1.0,False,-9.774443732688233,False,69.0,False,82.41869918699187,False,64,False,1.0791,False,2.0,False,1.0,False,0,0,0,0
2013-12-02,76.36363636363637,False,52.5,False,1.0,False,-24.59830944138171,False,64.0,False,81.19918699186992,False,41,False,1.2814,True,2.0,False,1.0,False,0,1,0,1
2013-12-03,75.65656565656566,False,40.300000000000004,False,1.0,False,-42.14972307510773,False,57.99999999999999,False,80.1829268292683,False,11,False,1.0378,False,2.0,False,1.0,False,0,0,0,0
2013-12-04,74.74747474747475,False,35.6,False,1.0,False,-47.395433116567936,False,62.0,False,79.77642276422763,False,4,False,0.9814,False,2.0,False,0.0,False,0,0,0,0
2013-12-05,72.52525252525253,False,28.599999999999998,False,1.0,False,-57.24353803643357,False,57.99999999999999,False,79.26829268292683,False,-11,False,1.0488,False,0.0,True,0.0,False,0,1,0,1
2013-12-06,77.17171717171716,False,55.900000000000006,False,1.0,False,-19.027450052736516,False,66.0,False,80.6910569105691,False,99,False,1.0881,False,2.0,False,0.0,False,0,0,0,0
2013-12-09,77.67676767676768,False,58.199999999999996,False,1.0,False,-13.607557576411853,False,68.0,False,81.60569105691057,False,96,False,0.9712,False,2.0,False,0.0,False,0,0,0,0
2013-12-10,75.65656565656566,False,50.6,False,1.0,False,-27.355511721272208,False,68.0,False,80.06103763987792,False,49,False,0.6827,False,2.0,False,0.0,False,0,0,0,0
2013-12-11,69.7979797979798,False,21.9,False,1.0,False,-65.12323495652146,False,57.99999999999999,False,76.70396744659207,False,-69,False,,False,1.0,False,0.0,False,0,0,0,0
2013-12-12,68.68686868686868,False,20.1,False,1.0,False,-65.83902214787696,False,50.0,False,76.27291242362524,False,-67,False,0.9184,False,0.0,False,1.0,False,0,0,0,0
2013-12-13,69.2929292929293,False,29.299999999999997,False,1.0,False,-52.12182508574652,False,53.0,False,76.2970498474059,False,-18,False,0.8756,False,0.0,True,1.0,False,0,1,0,1
2013-12-16,71.89079878665319,False,48.6,False,1.0,False,-20.883012472196274,False,56.99999999999999,False,77.39307535641548,False,48,False,1.0918,False,2.0,False,1.0,False,0,0,0,0
2013-12-17,69.9696663296259,False,44.5,False,1.0,False,-28.219412625249824,False,56.00000000000001,False,76.27291242362524,False,21,False,0.8313,True,2.0,False,1.0,False,0,1,0,1
2013-12-18,76.23862487360971,False,74.1,False,2.0,False,12.249062307015642,False,69.0,False,79.65412004069175,False,178,True,0.8258,False,2.0,False,1.0,False,0,1,0,1
2013-12-19,75.53083923154702,False,66.4,False,1.0,False,-0.911636937432462,False,66.0,False,78.84028484231943,False,77,False,0.6037,False,2.0,False,2.0,True,0,1,0,1
2013-12-20,77.97979797979798,False,78.60000000000001,False,1.0,False,25.040523393251576,False,72.0,False,80.26449643947102,False,180,True,0.9093,False,2.0,False,1.0,False,0,1,0,1
2013-12-23,79.17087967644085,False,85.6,False,2.0,False,44.45441785902017,False,74.74747474747475,False,80.85539714867616,False,253,True,0.785,False,2.0,False,1.0,False,0,1,0,1
2013-12-24,79.17087967644085,False,85.6,False,1.0,False,36.78102553795722,False,74.74747474747475,False,80.85539714867616,False,0,False,0.785,False,2.0,False,1.0,False,0,0,0,0
2013-12-26,81.59757330637008,False,91.9,False,2.0,False,57.1363699757586,False,78.78787878787878,False,81.87372708757637,False,299,True,0.7323,False,2.0,False,1.0,False,0,1,0,1
2013-12-27,82.0020222446916,False,89.9,False,2.0,False,46.8045076202,False,79.7979797979798,False,82.79022403258655,False,167,False,0.7332,False,2.0,False,1.0,False,0,0,0,0
2013-12-30,81.90091001011123,False,88.4,False,1.0,False,46.936742768096394,False,79.7979797979798,False,82.89205702647658,False,174,True,0.7353,False,2.0,False,1.0,False,0,1,0,1
2013-12-31,82.91203235591507,False,87.7,False,2.0,False,59.76512010570734,False,81.81818181818183,False,83.29938900203666,False,248,True,0.9452,True,2.0,False,1.0,False,0,2,0,2
2014-01-02,78.66531850353893,False,49.4,False,2.0,False,13.384557128836157,False,76.76767676767676,False,80.85539714867616,False,19,False,0.8668,False,2.0,False,1.0,False,0,0,0,0
2014-01-03,78.96865520728008,False,52.0,False,2.0,False,14.212252997967113,False,74.74747474747475,False,80.14256619144604,False,39,False,0.6855,False,1.0,False,2.0,True,0,1,0,1
2014-01-06,76.92307692307693,False,34.9,False,1.0,False,-9.401128298915758,False,71.71717171717171,False,79.51070336391437,False,21,False,0.8891,True,2.0,False,2.0,True,0,2,0,2
2014-01-07,79.04858299595142,False,50.1,False,1.0,False,11.006436333743963,False,74.74747474747475,False,80.32619775739042,False,105,False,0.6884,False,2.0,False,1.0,False,0,0,0,0
2014-01-08,77.32793522267207,False,48.3,False,1.0,False,3.7998719129993077,False,74.74747474747475,False,79.61264016309887,False,126,False,0.7015,False,2.0,False,1.0,False,0,0,0,0
2014-01-09,76.33973710819009,False,50.3,False,2.0,False,4.969259973697632,False,74.74747474747475,False,79.9184505606524,False,119,False,0.8958,False,2.0,False,1.0,False,0,0,0,0
2014-01-10,78.64372469635627,False,61.3,False,1.0,False,19.594240465726216,False,75.51020408163265,False,80.91836734693878,False,154,False,0.7924,False,2.0,False,1.0,False,0,0,0,0
2014-01-13,73.1237322515213,False,37.7,False,1.0,False,-21.249372415917975,False,71.42857142857143,False,78.54954034729316,False,-13,False,0.8333,False,2.0,False,1.0,False,0,0,0,0
2014-01-14,77.00101317122594,False,56.8,False,1.0,False,11.385585432355825,False,74.48979591836735,False,80.61224489795919,False,126,False,0.8471,True,2.0,False,1.0,False,0,1,0,1
2014-01-15,78.11550151975683,False,64.9,False,1.0,False,20.33154646546815,False,74.48979591836735,False,81.12244897959184,False,157,False,,False,2.0,False,1.0,False,0,0,0,0
2014-01-16,77.9128672745694,False,63.3,False,1.0,False,12.828685416451847,False,76.53061224489795,False,81.10316649642493,False,99,False,0.6376,False,2.0,False,1.0,False,0,0,0,0
2014-01-17,75.6838905775076,False,55.7,False,1.0,False,-8.20040420753935,False,72.44897959183673,False,79.26455566905005,False,40,False,0.8427,False,2.0,False,1.0,False,0,0,0,0
2014-01-21,77.00101317122594,False,58.3,False,1.0,False,-0.08927381501413123,False,70.40816326530613,False,80.77709611451944,False,101,False,0.8057,False,1.0,False,1.0,False,0,0,0,0
2014-01-22,77.10233029381965,False,60.8,False,1.0,False,9.546189039669997,False,78.57142857142857,False,81.10316649642493,False,129,False,0.7549,False,2.0,False,1.0,False,0,0,0,0
2014-01-23,72.54305977710233,False,41.9,False,0.0,False,-25.563221164773417,False,69.38775510204081,False,78.24310520939734,False,-44,False,0.9649,False,-1.0,True,1.0,False,0,1,0,1
2014-01-24,58.662613981762924,False,14.299999999999999,False,-1.0,False,-69.35395078374867,False,36.734693877551024,False,71.70582226762002,False,-168,False,0.9954,True,-2.0,True,0.0,False,0,2,0,2
2014-01-27,53.596757852077005,False,10.4,False,-1.0,False,-85.39825485405376,False,35.714285714285715,False,69.56077630234934,False,-160,False,0.955,False,-2.0,True,0.0,False,0,1,0,1
2014-01-28,58.76393110435664,False,20.7,False,-1.0,False,-43.739143559894366,False,40.816326530612244,False,72.31869254341164,False,-30,False,1.0062,True,-1.0,True,0.0,False,0,2,0,2
2014-01-29,52.68490374873353,False,14.299999999999999,False,-1.0,False,-71.90190768558861,False,34.69387755102041,False,68.87755102040816,False,-153,False,0.9654,True,-2.0,True,0.0,False,0,2,0,2
2014-01-30,58.05471124620061,False,32.1,False,-1.0,False,-31.221561474629237,False,41.83673469387755,False,72.21654749744637,False,-1,False,1.0327,False,0.0,False,0.0,False,0,0,0,0
2014-01-31,55.16194331983806,False,30.599999999999998,False,-1.0,False,-47.68375765688583,False,39.795918367346935,False,70.51020408163265,False,-69,False,0.932,False,-1.0,False,0.0,False,0,0,0,0
2014-02-03,40.2834008097166,False,13.100000000000001,False,-2.0,False,-88.22051660443078,False,22.448979591836736,True,61.73469387755102,False,-336,False,0.9931,False,-2.0,False,0.0,False,1,0,1,0
2014-02-04,43.7246963562753,False,21.099999999999998,False,-2.0,False,-49.88834292155956,False,34.69387755102041,False,64.59183673469387,False,-62,False,0.8993,False,-1.0,False,0.0,False,0,0,0,0
2014-02-05,44.17426545086119,False,24.0,False,-1.0,False,-49.564892708096885,False,29.591836734693878,False,65.06639427987743,False,-74,False,0.8233,False,-1.0,False,0.0,False,0,0,0,0
2014-02-06,51.61943319838057,False,53.400000000000006,False,-1.0,False,-5.440518312045803,False,37.755102040816325,False,68.87755102040816,False,29,False,0.9988,False,0.0,False,0.0,False,0,0,0,0
2014-02-07,58.502024291497975,False,76.8,False,-1.0,False,30.113024388138104,False,42.857142857142854,False,72.6530612244898,False,79,False,0.9758,False,2.0,False,0.0,False,0,0,0,0
2014-02-10,59.555106167846304,False,76.7,False,-1.0,False,29.360738274854654,False,41.83673469387755,False,72.75510204081633,False,67,False,0.9765,False,2.0,False,0.0,False,0,0,0,0
2014-02-11,64.1051567239636,False,88.7,False,0.0,False,60.57072995662304,False,47.95918367346938,False,76.63265306122449,False,138,False,0.8796,False,2.0,False,0.0,False,0,0,0,0
2014-02-12,66.16161616161617,False,88.8,False,-1.0,False,60.00241919475188,False,55.55555555555556,False,76.32653061224491,False,104,False,0.948,False,2.0,False,0.0,False,0,0,0,0
2014-02-13,67.97979797979798,False,91.8,False,-1.0,False,77.1665013973783,False,55.55555555555556,False,78.26530612244898,False,183,True,0.9577,False,2.0,False,-1.0,False,0,1,0,1
2014-02-14,70.70707070707071,False,92.0,False,0.0,False,84.20595917363698,False,56.56565656565656,False,79.51070336391437,False,165,False,0.8619,False,2.0,False,0.0,False,0,0,0,0
2014-02-18,71.71717171717171,False,89.9,False,0.0,False,84.20366577646998,False,63.63636363636363,False,79.71457696228337,False,189,True,1.0179,False,2.0,False,0.0,False,0,1,0,1
2014-02-19,68.48484848484848,False,80.10000000000001,False,-1.0,False,45.080686593009844,False,59.59595959595959,False,77.77777777777779,False,52,False,1.0113,False,2.0,False,-1.0,False,0,0,0,0
2014-02-20,69.0909090909091,False,80.2,False,0.0,False,60.905135958186364,False,62.62626262626263,False,78.69520897043833,False,163,False,0.9767,False,2.0,False,-1.0,False,0,0,0,0
2014-02-21,69.26188068756319,False,75.0,False,0.0,False,50.080514485621364,False,63.63636363636363,False,78.6734693877551,False,135,False,0.9066,False,2.0,False,-1.0,False,0,0,0,0
2014-02-24,72.06477732793523,False,79.0,False,1.0,False,61.075060554150184,False,65.65656565656566,False,80.61224489795919,False,182,True,0.9362,False,2.0,False,-1.0,False,0,1,0,1
2014-02-25,70.44534412955466,False,69.89999999999999,False,1.0,False,42.320022139971584,False,61.61616161616161,False,79.28571428571428,False,107,False,0.9849,False,2.0,False,-1.0,False,0,0,0,0
2014-02-26,71.01010101010101,False,69.0,False,1.0,False,35.17286418514901,False,59.59595959595959,False,79.93890020366598,False,119,False,1.0536,False,2.0,False,-1.0,False,0,0,0,0
2014-02-27,72.42424242424242,False,72.6,False,1.0,False,43.736179812849954,False,62.62626262626263,False,81.26272912423626,False,148,False,1.008,False,2.0,False,-1.0,False,0,0,0,0
2014-02-28,74.54545454545455,False,74.0,False,1.0,False,46.38913377547003,False,68.68686868686868,False,81.87372708757637,False,157,False,0.9516,False,2.0,False,-1.0,False,0,0,0,0
2014-03-03,71.11111111111111,False,55.50000000000001,False,1.0,False,7.475463744632847,False,61.0,False,79.63340122199592,False,35,False,1.0241,False,2.0,False,-1.0,False,0,0,0,0
2014-03-04,76.46464646464646,False,80.10000000000001,False,2.0,False,44.01689854954388,False,70.0,False,83.11291963377417,False,241,True,0.8653,False,2.0,False,-1.0,False,0,1,0,1
2014-03-05,76.08476286579213,False,75.8,False,2.0,False,29.18974081499512,False,69.0,False,82.50254323499492,False,149,False,1.0921,False,2.0,False,-1.0,False,0,0,0,0
2014-03-06,78.1029263370333,False,77.4,False,2.0,False,33.86657224788094,False,76.0,False,83.51983723296033,False,179,True,0.8758,False,2.0,False,0.0,False,0,1,0,1
2014-03-07,77.41935483870968,False,69.0,False,2.0,False,21.54593026175891,False,74.0,False,82.706002034588,False,125,False,0.9528,False,2.0,False,-1.0,False,0,0,0,0
2014-03-10,76.51209677419355,False,60.4,False,1.0,False,-2.6959482876842173,False,72.0,False,82.29908443540182,False,59,False,0.9217,False,2.0,False,-1.0,False,0,0,0,0
2014-03-11,73.99193548387096,False,46.0,False,1.0,False,-30.35927470601967,False,71.0,False,81.38351983723297,False,9,False,0.7984,False,2.0,False,-1.0,False,0,0,0,0
2014-03-12,74.39516129032258,False,46.0,False,1.0,False,-29.409622420166386,False,69.0,False,81.07833163784333,False,38,False,0.9061,False,2.0,False,-1.0,False,0,0,0,0
2014-03-13,68.8508064516129,False,25.2,False,0.0,False,-66.45062160366099,False,50.0,False,79.04374364191251,False,-25,False,0.9498,False,0.0,True,-1.0,False,0,1,0,1
2014-03-14,68.95161290322581,False,25.4,False,0.0,False,-57.438422797530585,False,50.0,False,78.22990844354018,False,6,False,0.9305,False,-1.0,True,-2.0,False,0,1,0,1
2014-03-17,71.875,False,40.8,False,0.0,False,-20.345800704301425,False,57.99999999999999,False,80.06103763987792,False,71,False,0.9161,False,2.0,False,-2.0,False,0,0,0,0
2014-03-18,74.29435483870968,False,61.0,False,0.0,False,9.420120188931008,False,69.0,False,81.4852492370295,False,112,False,0.7755,False,2.0,False,-2.0,False,0,0,0,0
2014-03-19,71.875,False,44.3,False,1.0,False,-23.677118048299914,False,61.0,False,81.28179043743641,False,35,False,0.8699,False,2.0,False,-2.0,False,0,0,0,0
2014-03-20,72.68145161290323,False,51.2,False,1.0,False,-14.30687115089085,False,62.0,False,81.26272912423626,False,75,False,0.7677,False,2.0,False,-1.0,False,0,0,0,0
2014-03-21,73.38709677419355,False,53.0,False,1.0,False,-16.523775697851647,False,63.0,False,81.05906313645622,False,67,False,0.7645,False,-1.0,False,-1.0,False,0,0,0,0
2014-03-24,69.15322580645162,False,42.0,False,0.0,False,-39.33661020701388,False,50.0,False,80.5498981670061,False,1,False,0.745,False,-1.0,True,-1.0,False,0,1,0,1
2014-03-25,70.29204431017119,False,49.4,False,1.0,False,-25.5949006613125,False,57.99999999999999,False,81.7533129459735,False,41,False,0.67,False,0.0,True,-1.0,False,0,1,0,1
2014-03-26,66.53225806451613,False,36.9,False,1.0,False,-51.36776449643127,False,46.0,False,80.81632653061224,False,-13,False,0.7387,False,-1.0,True,-1.0,False,0,1,0,1
2014-03-27,66.12903225806451,False,36.7,False,0.0,False,-47.646724252975666,False,46.0,False,80.61224489795919,False,2,False,0.7884,False,-2.0,True,-1.0,False,0,1,0,1
2014-03-28,68.8508064516129,False,48.0,False,1.0,False,-17.27700122355624,False,54.0,False,82.16106014271152,False,60,False,0.8433,False,0.0,False,-1.0,False,0,0,0,0
2014-03-31,73.89112903225806,False,68.8,False,1.0,False,15.975496972715149,False,62.0,False,84.19979612640162,False,132,False,0.7064,False,2.0,False,-1.0,False,0,0,0,0
2014-04-01,78.125,False,83.6,False,1.0,False,36.62650544566361,False,67.0,False,85.94704684317719,False,157,False,0.8263,True,2.0,False,-1.0,False,0,1,0,1
2014-04-02,79.8590130916415,False,85.8,False,1.0,False,40.54998516280624,False,69.0,False,86.25254582484725,False,150,False,0.8151,False,2.0,False,0.0,False,0,0,0,0
2014-04-03,77.64350453172206,False,79.10000000000001,False,1.0,False,21.951810395149153,False,65.0,False,86.1788617886179,False,91,False,0.7702,False,2.0,False,-1.0,False,0,0,0,0
2014-04-04,72.00402819738167,False,55.900000000000006,False,0.0,False,-11.409388083173404,False,60.0,False,83.73983739837398,False,23,False,0.73,False,-1.0,False,-1.0,False,0,0,0,0
2014-04-07,62.73917421953675,False,29.5,False,0.0,False,-44.22616584172333,False,49.0,False,78.96341463414635,False,-23,False,0.8796,True,-1.0,True,-1.0,False,0,2,0,2
2014-04-08,65.69416498993964,False,39.300000000000004,False,0.0,False,-20.16337999607489,False,53.0,False,81.40243902439023,False,58,False,0.9249,False,-1.0,True,-1.0,False,0,1,0,1
2014-04-09,71.42857142857143,False,58.699999999999996,False,1.0,False,11.111118801934893,False,57.99999999999999,False,83.23170731707317,False,90,False,0.9097,False,1.0,False,-1.0,False,0,0,0,0
2014-04-10,59.758551307847085,False,23.1,False,1.0,False,-35.95474031977641,False,38.0,False,77.23577235772358,False,-58,False,0.8862,False,-2.0,True,-1.0,False,0,1,0,1
2014-04-11,53.46733668341709,False,16.400000000000002,False,0.0,False,-65.81627616724069,False,35.0,False,73.42799188640974,False,-95,False,0.9189,True,-2.0,False,-1.0,False,0,1,0,1
2014-04-14,57.243460764587525,False,25.0,False,0.0,False,-30.318807935986463,False,35.0,False,75.20325203252033,False,10,False,0.8736,False,-1.0,False,-1.0,False,0,0,0,0
2014-04-15,59.55734406438632,False,31.7,False,0.0,False,-14.466878558584156,False,38.0,False,76.42276422764228,False,37,False,0.8859,False,-1.0,False,-1.0,False,0,0,0,0
2014-04-16,64.6881287726358,False,59.9,False,0.0,False,21.808855451887737,False,44.0,False,79.47154471544715,False,124,False,0.7645,False,2.0,False,-1.0,False,0,0,0,0
2014-04-17,66.03015075376885,False,69.8,False,0.0,False,26.615563753581768,False,45.0,False,80.28455284552845,False,96,False,0.8594,False,2.0,False,0.0,False,0,0,0,0
2014-04-21,66.03015075376885,False,75.9,False,0.0,False,28.642221532762264,False,48.0,False,81.40243902439023,False,77,False,0.8438,False,2.0,False,-1.0,False,0,0,0,0
2014-04-22,69.84924623115577,False,79.5,False,1.0,False,41.63180282629777,False,47.0,False,82.11382113821138,False,92,False,0.923,False,2.0,False,-1.0,False,0,0,0,0
2014-04-23,68.24120603015076,False,75.6,False,0.0,False,26.07973581813914,False,43.0,False,81.8089430894309,False,73,False,0.8775,False,2.0,False,-1.0,False,0,0,0,0
2014-04-24,68.84422110552764,False,75.6,False,1.0,False,20.502319847072826,False,42.0,False,80.58943089430895,False,80,False,0.8815,False,2.0,False,-1.0,False,0,0,0,0
2014-04-25,61.933534743202415,False,51.2,False,1.0,False,-14.368882407424252,False,38.38383838383838,False,77.80040733197556,False,17,False,0.8709,False,0.0,True,-1.0,False,0,1,0,1
2014-04-28,61.12789526686808,False,48.199999999999996,False,0.0,False,-16.16191592298213,False,34.34343434343434,False,76.9857433808554,False,53,False,0.8796,False,0.0,True,-1.0,False,0,1,0,1
2014-04-29,63.84692849949648,False,55.2,False,0.0,False,-0.01414999916919868,False,42.42424242424242,False,78.30957230142566,False,60,False,0.8842,False,2.0,False,-1.0,False,0,0,0,0
2014-04-30,66.96878147029204,False,60.5,False,0.0,False,13.892260615686709,False,48.484848484848484,False,79.12423625254583,False,87,False,0.9194,False,2.0,False,-1.0,False,0,0,0,0
2014-05-01,66.70020120724345,False,62.4,False,-1.0,False,16.762780388310077,False,50.505050505050505,False,79.63340122199592,False,92,False,0.7958,False,2.0,False,-1.0,False,0,0,0,0
2014-05-02,68.61167002012073,False,63.6,False,-1.0,False,18.1332608919615,False,48.484848484848484,False,80.04073319755601,False,81,False,0.9158,False,2.0,False,0.0,False,0,0,0,0
2014-05-05,68.61167002012073,False,63.4,False,-1.0,False,13.96435541812366,False,52.52525252525253,False,80.14256619144604,False,66,False,0.8255,False,2.0,False,-1.0,False,0,0,0,0
